Segment Histogram:
11395838 11395852 6.41
11397936 11397940 5.70
11399333 11399367 6.93
11407309 11407346 8.15
11407969 11408001 5.31
11409059 11409112 5.74
11409972 11409995 9.29
11410854 11410900 5.25
11414317 11414327 6.31
11414542 11414562 5.08
11414992 11415035 5.90
11415596 11415598 5.17
11417287 11417302 9.14
11418941 11418983 5.11
11419884 11419900 5.02
11420581 11420626 5.45
11421586 11421589 5.91
11422845 11422856 6.10
11422925 11423003 5.12
11424049 11424100 6.04
11425927 11425934 5.05
11426134 11426167 5.14
11426572 11426597 5.95
11427526 11427529 6.92
11428202 11428213 5.11
11428440 11428494 6.38
11429045 11429073 10.16
11430197 11430210 6.67
11430953 11430974 6.91
11432739 11432776 6.22
11433969 11434026 8.70
11435432 11435434 5.17
11436821 11436844 11.29
11437946 11437947 5.39
11439036 11439047 5.14
11439389 11439442 5.65
11441529 11441542 5.67
11441886 11441909 8.30
11442473 11442484 6.10
11442568 11442574 5.27
11442723 11442734 6.10
11443456 11443482 5.84
11443747 11443765 5.56
11445036 11445063 5.48
11446576 11446585 5.54
11447705 11447717 5.93
11448096 11448110 5.51
11451952 11451973 6.86
11452274 11452282 6.75
11452727 11452734 8.96
11453405 11453421 5.03
11454583 11454598 7.15
11455350 11455378 7.26
11455894 11455899 6.44
11456193 11456213 6.08
11457633 11457648 5.28
11460487 11460544 9.70
11460594 11460602 5.84
11461251 11461264 6.62
11461607 11461669 11.65
11462236 11462339 5.38
11462853 11462904 8.04
11464699 11464757 6.63
11465762 11465805 5.93
11466935 11466963 11.13
11468038 11468091 8.61
11468215 11468232 6.72
11468763 11468774 6.11
11468947 11468966 7.24
11469204 11469238 9.79
11469538 11469574 6.40
11472100 11472105 5.48
11474072 11474168 6.02
11475001 11475048 5.04
11476225 11476227 6.13
11476581 11476597 8.89
11477144 11477151 5.05
11477737 11477747 6.33
11478275 11478317 6.20
11480813 11480873 5.10
11481159 11481163 5.70
11483038 11483053 7.24
11484095 11484109 5.45
11484410 11484452 6.07
11484724 11484770 5.25
11486529 11486574 6.52
11486792 11486797 6.49
11487418 11487442 8.12
11488033 11488057 10.12
11488196 11488247 7.08
11489286 11489335 5.56
11491745 11491774 6.09
11491976 11491981 5.48
11492294 11492297 5.91
11494883 11494900 5.72
11495419 11495442 7.43
11496818 11496843 5.00
11498551 11498555 5.70
11502536 11502569 6.18
11503709 11503712 5.96
11504372 11504381 5.62
11505364 11505385 5.90
11505789 11505815 6.75
11506631 11506679 8.80
11507102 11507128 6.73
11507313 11507387 7.80
11509311 11509317 7.23
11509905 11509918 6.62
11511333 11511334 5.39
11512369 11512410 6.45
11513351 11513383 6.36
11514699 11514708 5.57
11515872 11515885 5.63
11517535 11517567 7.32
11518467 11518501 5.88
11518618 11518620 5.17
11521432 11521457 5.95
11521846 11521857 5.19
11522231 11522232 5.39
11523889 11523921 8.36
11524284 11524292 5.79
11524500 11524542 6.15
11527121 11527180 5.22
11527973 11527987 6.41
11529067 11529081 5.50
11529766 11529824 6.57
11530681 11530717 7.51
11531629 11531638 7.53
11532309 11532332 7.38
11532436 11532452 7.94
11532625 11532638 6.67
11532761 11532763 6.18
11535495 11535511 6.02
11536719 11536751 8.40
11537276 11537286 6.31
11538610 11538643 12.97
11538999 11539049 5.43
11539781 11539801 5.13
11539963 11539968 6.49
11540082 11540088 6.22
11540246 11540316 12.62
11543592 11543597 5.48
11543968 11543975 7.01
11544372 11544387 5.28
11544857 11544860 6.92
11545149 11545158 5.62
11547051 11547064 7.58
11549175 11549187 5.93
11550947 11550962 5.24
11551051 11551052 6.39
11551445 11551495 6.34
11552520 11552531 5.14
11552639 11552669 5.79
11552754 11552775 5.87
11553740 11553786 5.29
11554104 11554118 5.50
11554758 11554768 5.37
11555388 11555417 9.00
11555719 11555739 5.08
11556274 11556297 5.39
11556890 11556902 5.88
11558720 11558742 8.55
11559180 11559198 6.50
11559279 11559283 5.70
11560523 11560556 5.14
11561173 11561175 5.17
11561790 11561822 6.40
11563241 11563254 6.67
11563514 11563572 6.62
11563976 11563981 5.48
11564863 11564899 7.44
11565786 11565850 10.07
11566154 11566181 5.48
11566821 11566866 5.50
11567817 11567819 5.17
11569555 11569575 5.08
11569623 11569652 6.05
11572593 11572595 5.17
11573454 11573476 6.64
11575674 11575676 5.17
11576239 11576259 5.08
11576361 11576390 8.00
11577125 11577179 8.29
11578784 11578791 5.05
11579051 11579087 6.40
11579290 11579354 8.14
11580592 11580601 5.57
11581498 11581512 6.37
11581690 11581727 6.29
11583963 11583971 5.79
11584891 11584921 7.80
11588192 11588197 7.44
11589543 11589572 5.10
11590080 11590153 5.16
11592450 11592479 6.04
11593247 11593254 5.06
11593400 11593423 6.38
11594013 11594084 7.67
11594625 11594627 6.13
11598584 11598602 7.50
11599328 11599354 5.69
11600466 11600517 5.13
11602441 11602466 5.99
11602555 11602560 6.49
11603900 11603906 8.18
11603961 11603970 5.57
11604704 11604706 5.17
11604771 11604807 6.45
11605200 11605224 5.21
11605412 11605458 5.29
11605646 11605657 5.15
11606014 11606043 5.05
11606583 11606626 5.93
11609414 11609432 5.54
11611130 11611146 6.98
11611384 11611399 5.24
11612769 11612781 6.89
11614108 11614136 5.31
11615802 11615809 5.05
11617194 11617222 11.03
11617514 11617520 6.22
11618549 11618593 5.82
11618778 11618791 5.63
11621691 11621719 5.36
11623536 11623549 7.59
11623575 11623581 5.31
11623696 11623711 5.24
11623818 11623821 5.91
11624398 11624417 5.39
11624751 11624778 5.56
11625245 11625264 6.28
11625987 11626020 6.10
11626238 11626270 7.35
11626445 11626501 7.92
11627571 11627607 5.50
11628850 11628886 8.41
11628938 11628949 5.14
11629437 11629442 7.44
11629807 11629866 10.26
11630091 11630111 7.02
11630166 11630195 5.13
11631682 11631703 5.90
11631942 11631980 6.02
11635671 11635682 6.06
11636260 11636272 5.88
11636676 11636726 6.38
11638431 11638487 5.91
11639112 11639127 6.24
11639733 11639806 8.03
11640202 11640209 5.05
11640720 11640773 7.65
11641327 11641347 7.04
11641553 11641572 5.29
11642552 11642566 6.46
11644007 11644028 8.72
11645923 11645964 6.46
11647628 11647669 5.42
11648954 11648956 5.17
11649417 11649425 6.75
11650392 11650430 8.01
11650608 11650633 6.95
11651235 11651330 5.24
11651647 11651676 7.01
11652612 11652623 5.11
11653578 11653585 8.01
11654516 11654536 6.03
11654844 11654845 5.39
11655028 11655079 7.04
11657069 11657096 5.51
11657246 11657290 8.62
11658084 11658090 7.23
11658128 11658146 5.54
11659224 11659247 9.25
11660591 11660624 5.24
11661548 11661593 10.34
11662127 11662167 5.59
11662568 11662606 6.06
11664954 11664994 5.54
11665589 11665603 5.45
11666269 11666277 5.84
11666674 11666685 7.05
11667038 11667066 8.21
11669693 11669720 5.48
11670536 11670537 5.39
11671516 11671518 5.17
11671582 11671589 6.01
11672508 11672510 5.17
11673376 11673413 6.31
11673864 11673866 5.17
11673970 11673976 5.27
11674424 11674436 5.98
11675079 11675111 7.35
11676541 11676546 5.48
11676599 11676616 7.67
11677074 11677163 6.54
11679917 11679961 9.54
11682534 11682538 6.70
11682621 11682650 6.10
11682786 11682817 5.67
11684850 11684868 5.65
11685150 11685167 5.77
11687409 11687414 6.49
11687755 11687768 5.58
11689487 11689568 7.31
11691104 11691111 6.01
11691903 11691909 5.31
11692366 11692367 6.39
11692942 11692965 5.42
11693410 11693456 9.03
11694431 11694450 5.38
11694822 11694868 5.20
11695957 11695998 8.33
11696768 11696818 9.24
11697049 11697063 5.45
11697394 11697454 6.14
11697554 11697579 5.91
11698142 11698185 5.80
11703905 11703907 5.17
11704624 11704647 5.52
11705973 11705975 5.17
11706150 11706174 5.17
11706339 11706416 7.25
11707265 11707294 5.05
11707638 11707659 8.82
11709229 11709238 6.53
11709931 11709968 5.32
11711597 11711614 5.81
11714505 11714589 5.75
11714623 11714625 5.17
11717214 11717216 5.17
11717322 11717327 6.49
11718535 11718548 9.59
11718917 11719018 5.81
11719074 11719084 5.32
11719157 11719196 5.76
11723046 11723057 5.14
11728097 11728115 5.59
11729422 11729459 5.28
11729778 11729846 5.28
11731487 11731508 9.68
11732270 11732280 7.32
11732786 11732789 5.91
11733230 11733255 5.99
11733728 11733732 5.70
11734987 11734988 5.39
11735634 11735661 7.52
11736151 11736207 5.05
11736941 11736955 5.51
11737397 11737435 5.97
11737590 11737630 5.54
11737787 11737789 5.17
11737859 11737868 5.57
11738157 11738191 6.92
11740417 11740444 6.48
11740936 11740944 5.79
11745915 11745930 5.24
11745967 11746003 5.53
11746190 11746218 5.26
11746999 11747026 5.48
11753276 11753285 5.57
11753986 11753990 6.70
11756732 11756737 5.48
11757309 11757324 5.15
11758435 11758440 5.48
11758952 11758973 9.76
11760935 11760997 6.71
11761154 11761217 6.32
11761609 11761616 5.05
11762026 11762038 5.88
11763390 11763414 6.16
11764488 11764490 5.17
11764806 11764813 5.06
11768906 11768911 7.44
11769253 11769256 5.91
11770337 11770355 5.46
11770618 11770637 5.34
11770783 11770812 5.14
11773879 11773885 5.27
11774243 11774254 6.10
11774476 11774494 8.56
11777702 11777726 6.22
11777814 11777859 7.50
11779213 11779228 5.24
11779479 11779493 6.37
11782602 11782603 5.39
11783845 11783859 5.42
11784904 11784906 5.17
11785610 11785611 5.39
11791487 11791513 5.74
11791593 11791612 6.33
11791690 11791702 6.84
11793718 11793722 5.70
11794294 11794314 6.12
11795615 11795639 8.07
11796588 11796592 6.65
11797051 11797067 5.03
11799498 11799504 5.27
11800167 11800169 5.17
11800291 11800329 5.07
11803016 11803021 6.44
11805063 11805067 7.66
11806153 11806190 9.20
11806827 11806828 5.39
11807208 11807221 7.58
11807433 11807502 7.03
11809115 11809139 5.25
11812447 11812473 7.69
11813358 11813386 8.21
11813439 11813445 6.27
11814589 11814626 5.28
11814860 11814950 6.45
11815395 11815401 5.27
11816073 11816080 6.01
11819775 11819812 5.18
11819962 11819984 7.55
11820478 11820510 5.44
11821048 11821049 5.39
11821355 11821401 5.25
11822103 11822175 7.33
11823288 11823290 5.17
11823658 11823685 6.53
11823757 11823769 5.88
11824153 11824155 5.17
11824904 11824908 5.70
11825368 11825369 5.39
11826854 11826865 5.15
11828224 11828231 5.05
11829638 11829652 6.41
11829796 11829816 5.13
11829977 11830028 7.04
11830162 11830168 5.27
11832241 11832256 5.20
11832668 11832683 6.19
11832797 11832837 5.54
11833405 11833432 6.43
11834305 11834337 6.35
11834709 11834721 5.93
11836209 11836231 5.70
11836553 11836592 12.63
11837450 11837470 5.13
11838285 11838298 5.72
11838623 11838642 5.33
11839380 11839413 5.09
11839626 11839647 7.81
11840091 11840095 5.70
11840599 11840669 5.93
11842493 11842553 7.97
11843292 11843300 5.79
11845008 11845046 5.02
11845141 11845158 11.58
11845200 11845238 5.93
11846159 11846187 5.21
11846361 11846403 6.11
11847373 11847409 6.52
11848017 11848049 6.36
11850133 11850135 5.17
11854118 11854126 5.79
11854235 11854238 5.91
11855982 11855998 7.89
11856257 11856276 5.33
11857164 11857171 6.05
11857432 11857452 7.12
11858939 11859029 5.27
11859391 11859417 6.69
11860702 11860770 14.02
11861693 11861699 6.22
11862464 11862496 8.36
11863228 11863248 7.12
11864801 11864813 7.84
11865363 11865364 5.39
11866364 11866440 5.47
11869040 11869075 6.72
11869101 11869168 10.40
11869486 11869491 5.53
11869825 11869864 5.76
11870899 11870911 7.84
11873371 11873385 9.32
11873777 11873802 7.91
11874994 11875036 6.07
11875594 11875655 7.93
11876740 11876749 6.58
11877507 11877519 6.94
11877980 11877991 5.11
11879126 11879138 7.89
11879292 11879296 8.65
11880705 11880722 6.72
11881253 11881266 5.72
11882188 11882223 6.75
11885591 11885597 7.23
11886017 11886117 5.20
11889544 11889602 5.53
11889929 11889941 7.89
11890098 11890108 9.23
11891286 11891327 7.37
11891872 11891892 5.08
11892185 11892216 8.54
11893189 11893203 5.45
11893982 11893990 7.70
11894289 11894298 6.53
11895163 11895191 7.22
11897084 11897178 6.42
11897302 11897313 6.15
11897472 11897494 5.64
11897916 11897922 5.27
11898185 11898223 5.15
11898815 11898883 6.36
11900820 11900869 9.55
11905771 11905775 7.61
11906143 11906144 5.39
11906471 11906472 5.39
11906862 11906890 5.31
11909428 11909429 5.39
11909559 11909576 7.67
11910102 11910105 5.02
11911930 11911932 6.13
11912639 11912665 5.74
11912920 11912968 5.73
11914873 11914875 5.17
11917435 11917459 6.21
11918488 11918556 9.20
11919285 11919377 10.89
11919578 11919587 5.59
11920077 11920121 7.63
11921421 11921422 5.39
11923046 11923056 5.36
11923646 11923734 5.93
11924002 11924003 5.39
11924729 11924749 5.16
11925729 11925749 7.98
11926592 11926619 6.43
11926681 11926690 5.62
11927531 11927603 6.33
11927688 11927725 5.23
11928298 11928302 5.75
11928474 11928492 7.50
11929059 11929073 5.45
11929870 11929919 5.66
11930028 11930162 8.42
11930660 11930684 7.12
11930998 11931031 6.14
11933058 11933096 6.11
11934019 11934026 6.05
11934436 11934437 5.39
11934721 11934726 5.48
11941202 11941289 5.01
11943647 11943669 5.70
11946248 11946257 5.57
11947316 11947332 5.03
11948958 11948972 5.45
11949505 11949520 7.20
11949843 11949858 5.24
11950618 11950659 7.37
11951493 11951513 5.03
11953455 11953474 5.29
11953768 11953793 5.00
11953857 11953877 5.13
11954360 11954394 5.02
11954747 11954784 5.32
11955513 11955537 5.17
11955995 11956024 6.00
11956941 11956948 5.05
11958061 11958063 5.17
11958859 11958868 6.58
11959989 11959993 6.65
11960856 11960907 5.12
11961006 11961026 7.98
11961071 11961092 6.91
11961400 11961449 6.60
11962447 11962484 6.19
11964123 11964128 5.48
11964665 11964683 8.46
11965242 11965250 5.79
11967475 11967476 5.39
11968203 11968215 6.89
11969025 11969054 6.00
11970012 11970014 5.17
11970189 11970203 5.46
11970375 11970377 5.17
11970954 11971021 9.44
11971594 11971626 5.40
11971763 11971800 5.28
11973544 11973546 5.17
11975288 11975290 5.17
11977103 11977127 5.22
11978903 11978925 5.65
11979301 11979324 6.47
11980242 11980257 5.25
11981133 11981134 5.39
11983688 11983715 7.43
11985510 11985517 5.06
11986310 11986374 6.20
11986491 11986511 9.07
11986997 11987078 9.30
11987482 11987486 5.76
11988023 11988067 5.73
11989297 11989303 6.22
11989625 11989634 5.57
11990925 11990931 6.22
11993840 11993855 8.19
11995337 11995380 10.80
11995550 11995557 5.01
11995965 11995998 7.14
11996257 11996265 10.62
11996834 11996840 6.23
11997266 11997275 8.54
11998609 11998657 5.78
12000671 12000678 5.05
12000847 12000856 5.57
12001076 12001081 10.35
12001241 12001245 5.70
12001735 12001779 8.59
12002555 12002601 6.21
12002781 12002834 8.61
12003373 12003384 5.14
12003670 12003701 5.67
12004652 12004703 7.95
12004918 12004927 7.53
12004953 12004972 5.33
12007347 12007348 5.39
12008397 12008431 6.92
12008670 12008700 6.83
12009482 12009577 7.14
12010430 12010503 5.07
12010814 12010830 6.98
12011519 12011571 8.77
12012241 12012257 5.03
12013992 12014045 8.52
12014254 12014267 5.68
12018777 12018784 5.06
12020938 12020947 5.57
12022045 12022060 5.20
12022470 12022477 5.06
12024355 12024375 8.03
12024840 12024859 5.29
12025906 12025934 5.26
12026294 12026316 7.60
12026817 12026847 7.83
12027906 12027914 5.84
12031873 12031925 6.94
12033538 12033541 5.91
12033619 12033661 9.03
12035092 12035098 5.31
12036949 12036971 6.59
12037639 12037643 5.70
12037733 12037756 7.43
12037797 12037809 6.89
12038267 12038277 5.36
12038321 12038375 6.38
12039295 12039322 6.47
12041202 12041207 6.44
12041259 12041290 5.57
12042843 12042883 6.58
12044333 12044343 5.36
12046794 12046819 8.86
12047056 12047070 5.50
12051253 12051257 5.70
12052072 12052097 6.01
12052298 12052303 6.44
12053717 12053719 5.17
12054731 12054735 5.70
12055099 12055110 6.15
12056135 12056150 5.20
12056360 12056397 14.00
12056538 12056586 7.72
12057693 12057698 5.48
12057757 12057759 5.17
12058106 12058141 5.71
12059482 12059496 6.47
12059668 12059726 5.53
12061351 12061356 6.44
12061781 12061782 5.39
12062317 12062328 5.06
12062485 12062487 5.17
12064185 12064189 5.70
12064401 12064405 5.70
12065880 12065890 7.32
12066535 12066565 5.88
12073416 12073424 6.75
12073849 12073920 7.51
12075620 12075659 6.89
12075879 12075937 6.47
12077308 12077312 5.70
12078274 12078283 6.54
12079167 12079187 5.13
12080000 12080122 10.02
12082404 12082407 6.87
12083256 12083312 5.01
12084009 12084026 5.81
12084226 12084338 6.49
12086078 12086080 5.17
12086243 12086256 5.67
12087686 12087717 5.57
12088035 12088039 5.70
12088862 12088867 6.44
12088952 12088958 5.31
12089258 12089266 5.79
12090590 12090626 5.50
12091093 12091115 6.59
12091918 12091960 5.24
12095163 12095171 6.75
12096199 12096228 6.04
12096627 12096666 5.81
12098360 12098385 5.04
12099033 12099043 9.28
12101244 12101293 6.52
12103414 12103415 5.39
12103874 12103930 6.06
12104463 12104465 5.17
12104515 12104520 6.49
12106711 12106748 5.27
12109576 12109583 5.05
12110747 12110748 5.39
12114606 12114613 5.01
12115229 12115233 5.70
12115783 12115833 6.30
12116159 12116199 5.64
12118195 12118209 8.32
12118519 12118549 8.79
12119443 12119445 5.17
12121711 12121746 7.71
12122569 12122636 5.57
12122727 12122749 6.59
12124352 12124357 5.48
12124882 12124904 8.64
12125372 12125403 5.66
12125974 12125982 5.79
12126328 12126364 10.35
12129323 12129332 6.49
12129858 12129883 5.00
12130060 12130093 6.13
12130577 12130605 5.26
12130908 12130934 8.69
12131914 12131918 5.70
12133210 12133211 5.39
12134281 12134314 5.14
12134890 12134913 6.47
12135062 12135063 5.39
12136769 12136779 5.36
12138408 12138433 5.04
12139191 12139232 8.33
12139797 12139820 7.39
12141134 12141153 7.25
12141720 12141729 6.58
12141870 12141919 6.52
12142887 12142921 7.92
12143075 12143127 7.85
12143414 12143456 6.19
12144981 12144987 9.17
12146691 12146698 6.01
12147360 12147389 5.10
12148553 12148596 6.85
12150419 12150436 8.71
12150482 12150500 5.56
12151924 12151940 5.98
12152736 12152746 7.27
12153121 12153164 5.90
12153363 12153371 5.79
12157117 12157143 10.65
12158171 12158173 5.17
12159401 12159457 6.00
12159635 12159686 6.13
12163053 12163082 5.08
12163786 12163788 5.17
12165950 12165962 8.83
12166495 12166558 5.44
12167297 12167308 5.20
12167974 12167984 6.31
12169047 12169053 5.27
12169316 12169318 5.17
12169740 12169771 6.61
12172937 12172953 6.02
12173794 12173848 5.44
12176057 12176072 6.19
12176828 12176958 10.25
12177258 12177283 6.95
12177585 12177597 7.89
12178352 12178360 7.70
12178690 12178695 6.44
12178758 12178785 5.51
12179006 12179034 5.30
12179481 12179511 6.84
12181113 12181223 6.82
12183295 12183331 6.44
12183657 12183662 5.48
12184307 12184368 9.83
12184544 12184546 5.17
12185109 12185137 5.31
12187586 12187612 6.75
12187736 12187754 8.46
12188920 12188931 5.15
12190741 12190743 7.13
12190988 12191010 6.69
12192416 12192446 5.92
12193782 12193824 7.12
12193991 12193993 5.17
12197603 12197608 6.44
12198044 12198069 7.91
12200211 12200229 6.42
12201521 12201562 5.37
12202125 12202130 5.48
12202690 12202704 5.45
12203863 12203872 5.62
12204006 12204036 8.79
12205822 12205835 6.67
12207371 12207382 6.10
12209225 12209240 5.24
12211169 12211207 5.11
12214580 12214606 5.74
12216487 12216490 5.91
12217968 12217976 5.79
12221453 12221473 7.07
12221659 12221660 6.39
12221939 12222008 6.11
12223594 12223599 6.49
12224774 12224778 6.65
12227827 12227855 6.25
12230957 12231016 8.31
12231477 12231525 5.82
12231792 12231814 5.64
12232822 12232837 6.24
12233008 12233026 6.50
12233200 12233255 8.14
12233294 12233305 5.14
12234455 12234487 5.40
12235639 12235643 5.70
12237022 12237028 5.27
12237443 12237449 5.18
12238153 12238168 5.28
12238244 12238252 5.79
12238646 12238685 7.75
12238962 12238990 5.30
12239824 12239867 9.81
12241389 12241398 5.59
12242340 12242357 6.72
12242763 12242767 5.70
12242823 12242852 5.19
12243536 12243554 5.54
12244696 12244710 6.41
12246321 12246341 5.03
12247006 12247007 5.39
12248407 12248428 5.85
12249579 12249595 5.02
12250220 12250248 5.31
12250437 12250446 5.62
12251123 12251214 9.09
12251883 12251895 5.93
12253230 12253235 6.44
12253403 12253404 5.39
12254256 12254269 5.58
12258889 12258894 5.48
12261102 12261128 6.70
12261613 12261614 5.39
12262965 12262999 5.88
12263722 12263749 5.51
12265891 12265912 9.76
12266578 12266596 5.54
12266816 12266850 5.88
12266985 12266987 5.17
12267402 12267434 5.36
12269804 12269818 7.36
12271616 12271662 5.20
12271733 12271750 5.86
12272759 12272769 6.36
12275126 12275158 11.21
12276312 12276364 8.83
12276491 12276519 5.36
12276713 12276715 5.17
12277028 12277054 5.78
12277275 12277323 5.82
12278286 12278297 6.06
12278826 12278833 6.01
12279543 12279547 5.75
12284640 12284650 5.37
12284931 12284945 6.46
12286503 12286511 5.84
12288188 12288204 6.98
12290365 12290385 5.17
12290843 12290869 5.78
12291686 12291709 6.34
12292520 12292538 7.50
12293550 12293557 5.06
12294121 12294137 5.07
12295987 12295988 5.39
12296900 12296902 7.13
12297040 12297130 8.32
12297246 12297259 5.68
12297751 12297753 5.17
12298121 12298162 5.42
12298405 12298449 5.72
12299838 12299849 6.10
12300644 12300663 5.39
12300949 12300969 5.08
12301152 12301263 6.62
12301508 12301542 6.84
12302562 12302592 6.88
12303659 12303664 5.48
12304480 12304482 6.18
12304819 12304824 5.48
12305047 12305053 5.27
12305712 12305754 7.15
12306469 12306475 5.27
12306779 12306810 8.56
12311328 12311341 6.73
12312785 12312847 6.62
12313019 12313053 5.92
12313603 12313739 15.46
12314508 12314523 5.28
12314590 12314610 8.04
12315298 12315303 5.48
12317608 12317614 5.27
12319310 12319329 5.34
12319618 12319677 7.27
12319755 12319796 9.25
12321851 12321878 5.57
12324178 12324202 6.21
12326399 12326430 6.61
12326901 12326973 11.25
12328671 12328730 9.35
12328879 12328923 9.59
12330639 12330674 6.72
12331430 12331452 5.69
12331904 12331934 5.87
12332006 12332024 5.46
12335896 12335918 7.60
12336221 12336234 6.62
12342109 12342140 5.62
12342487 12342495 5.79
12343007 12343074 5.45
12343322 12343354 11.27
12343742 12343808 5.76
12347430 12347446 5.98
12348283 12348347 12.00
12348481 12348490 7.58
12349322 12349337 7.20
12351983 12352011 6.22
12353143 12353166 5.47
12353554 12353591 5.28
12354834 12354862 6.30
12359621 12359650 5.10
12359718 12359774 7.97
12361307 12361329 6.61
12361775 12361784 5.54
12362420 12362451 6.66
12363829 12363862 7.09
12363996 12364020 8.12
12365107 12365131 7.17
12365320 12365367 5.12
12367088 12367169 10.16
12368892 12368955 6.36
12369038 12369066 5.35
12370673 12370686 5.67
12372155 12372210 5.29
12372858 12372918 5.09
12374316 12374331 5.24
12374600 12374632 5.49
12374828 12374836 6.76
12377010 12377036 5.79
12378873 12378877 6.70
12380387 12380394 5.05
12380637 12380658 6.86
12381930 12381948 8.47
12384713 12384748 5.80
12385423 12385455 5.40
12386191 12386232 5.42
12386908 12386911 5.96
12390101 12390150 5.51
12390304 12390305 5.39
12390622 12390623 5.39
12391825 12391830 5.48
12391974 12392006 8.31
12392757 12392780 6.38
12394422 12394429 5.06
12394821 12394822 5.39
12396509 12396511 5.17
12400833 12400843 6.31
12401935 12401946 5.11
12403361 12403370 7.53
12405928 12406031 6.34
12408637 12408640 5.91
12410475 12410518 12.64
12411020 12411036 6.98
12411100 12411105 7.39
12411190 12411193 6.92
12411970 12411972 5.17
12412205 12412280 9.69
12414139 12414140 5.39
12414604 12414609 7.44
12415103 12415162 9.19
12415537 12415595 5.58
12415729 12415748 5.33
12417945 12417949 5.70
12419262 12419284 7.55
12419898 12419968 6.90
12420648 12420671 5.43
12421971 12421997 5.78
12422953 12422964 5.11
12424761 12424789 6.36
12426848 12426880 6.41
12427091 12427093 5.17
12428353 12428368 7.15
12429350 12429351 5.39
12429911 12429965 6.44
12430589 12430596 7.01
12432419 12432437 5.54
12433421 12433452 6.58
12433609 12433618 6.58
12434948 12434975 8.48
12435142 12435156 5.45
12435985 12435986 5.39
12437553 12437560 5.05
12438017 12438025 5.79
12440037 12440084 7.90
12440397 12440401 5.70
12442452 12442471 6.33
12442881 12442908 5.56
12444481 12444523 6.16
12446093 12446182 18.08
12446403 12446461 6.49
12447087 12447091 6.65
12447171 12447185 7.36
12449434 12449447 6.67
12449703 12449711 5.79
12450868 12450887 7.34
12451064 12451070 5.27
12452776 12452800 7.12
12453571 12453574 8.86
12454753 12454755 5.17
12455520 12455534 6.46
12457173 12457214 5.46
12457268 12457288 6.08
12457637 12457700 7.44
12460077 12460136 5.46
12460309 12460311 5.17
12461584 12461586 5.17
12462188 12462196 5.79
12462939 12462940 5.39
12464465 12464509 6.59
12464909 12464926 6.76
12466446 12466452 5.27
12468310 12468386 6.56
12469763 12469777 5.50
12470523 12470525 5.17
12473182 12473196 6.41
12474432 12474459 6.52
12474561 12474563 6.13
12474985 12475002 5.76
12477767 12477773 5.27
12479204 12479223 7.24
12480119 12480139 5.13
12482027 12482029 5.17
12482061 12482105 5.68
12485080 12485121 5.42
12485478 12485485 5.05
12485905 12485924 6.33
12486791 12486814 7.33
12489042 12489043 5.39
12490412 12490522 8.73
12490705 12490706 5.39
12491406 12491428 5.60
12491498 12491503 6.44
12492329 12492331 5.17
12492693 12492733 6.64
12495127 12495133 5.28
12498708 12498750 5.16
12500525 12500537 5.88
12501011 12501027 5.98
12501194 12501204 10.22
12502423 12502427 7.66
12502743 12502770 5.53
12503842 12503874 5.40
12504919 12504928 5.57
12505847 12505882 6.72
12506390 12506398 5.79
12508165 12508218 5.69
12508565 12508572 5.05
12508864 12508905 8.24
12509949 12509957 5.84
12511656 12511660 5.70
12512358 12512363 7.49
12513979 12513994 6.19
12514298 12514330 6.41
12516044 12516049 5.48
12516388 12516413 8.86
12518179 12518190 6.10
12518529 12518597 5.24
12518994 12519043 6.56
12519224 12519236 5.93
12519884 12519885 5.39
12520020 12520035 9.16
12520206 12520207 5.39
12520555 12520560 5.48
12522125 12522137 6.84
12524891 12524933 7.15
12525900 12525910 6.31
12526091 12526149 5.63
12526618 12526641 7.38
12526758 12526777 5.33
12527009 12527026 5.81
12528303 12528308 5.48
12528804 12528811 6.01
12529944 12529973 6.99
12530177 12530198 5.90
12530891 12531017 7.29
12531408 12531427 7.29
12531884 12531913 9.04
12533894 12533909 6.20
12534086 12534106 6.07
12534587 12534589 6.18
12537278 12537303 5.99
12538880 12538902 6.65
12539417 12539418 5.39
12540437 12540443 5.27
12541033 12541037 5.70
12541137 12541142 5.48
12542218 12542256 6.06
12542300 12542307 6.01
12542365 12542395 6.83
12543775 12543779 5.70
12546678 12546720 5.21
12547415 12547421 6.22
12547797 12547847 6.25
12548575 12548595 7.04
12548770 12548781 6.10
12549143 12549166 9.29
12550415 12550465 10.16
12551847 12551856 6.53
12554771 12554798 6.48
12555147 12555163 5.02
12555768 12555827 9.17
12556485 12556490 5.48
12556912 12556919 5.05
12557500 12557511 5.14
12557601 12557621 6.12
12560349 12560367 5.59
12561820 12561827 7.01
12563441 12563470 6.09
12563638 12563659 5.91
12563766 12563821 7.17
12564387 12564394 5.06
12565775 12565796 7.85
12568993 12569026 5.14
12569428 12569443 8.16
12570848 12570849 5.39
12573055 12573072 5.76
12573584 12573585 5.39
12574172 12574174 5.17
12575423 12575439 5.98
12577257 12577278 6.86
12581209 12581216 6.01
12582662 12582666 5.70
12582963 12582986 5.47
12583576 12583604 5.31
12583707 12583714 6.01
12584533 12584534 6.39
12584596 12584657 6.93
12584809 12584871 5.67
12585652 12585690 6.07
12585909 12585919 10.27
12586329 12586369 7.54
12588124 12588143 5.33
12588475 12588486 5.06
12592532 12592551 7.29
12593375 12593385 6.36
12593797 12593806 6.53
12594014 12594022 7.70
