Segment Histogram:
18779843 18779865 5.65
18780182 18780208 5.79
18782172 18782204 7.35
18782295 18782331 5.50
18782732 18782752 7.13
18784514 18784539 6.01
18786249 18786274 7.87
18786774 18786855 8.30
18787303 18787331 5.21
18787864 18787869 5.48
18788769 18788772 5.91
18793688 18793690 5.17
18794241 18794283 5.06
18794586 18794616 8.88
18796190 18796244 6.48
18796402 18796441 5.85
18796491 18796505 5.51
18797382 18797385 5.91
18799458 18799472 5.51
18800008 18800039 5.57
18800674 18800710 5.50
18803054 18803071 18.37
18803801 18803823 6.61
18804122 18804217 8.15
18806088 18806108 5.08
18806197 18806207 5.36
18806953 18807055 6.73
18808289 18808317 5.36
18809596 18809623 7.58
18810278 18810305 5.53
18810401 18810420 9.25
18810528 18810581 6.69
18811289 18811298 5.57
18813668 18813699 5.66
18815614 18815744 7.20
18816169 18816277 8.08
18816352 18816423 6.60
18817976 18817981 6.44
18818555 18818562 5.05
18818849 18818861 5.90
18819141 18819144 5.91
18821214 18821232 32.83
18827053 18827055 5.17
18827984 18828007 6.44
18828101 18828134 7.15
18828999 18829024 8.91
18831008 18831020 6.84
18834202 18834273 6.60
18834382 18834408 5.69
18835220 18835221 6.39
18835463 18835488 7.86
18836203 18836229 5.73
18837819 18837844 6.87
18838403 18838439 6.44
18840451 18840533 9.04
18840688 18840722 5.88
18842954 18842968 5.46
18846821 18846832 5.11
18846915 18846916 5.39
18848133 18848169 7.41
18848579 18848590 5.15
18849051 18849125 37.06
18849693 18849698 5.48
18851546 18851588 5.11
18852167 18852203 6.45
18852813 18852833 8.98
18853706 18853720 5.45
18854856 18854867 5.11
18855506 18855530 6.13
18856172 18856178 6.27
18858338 18858357 6.25
18858692 18858737 5.42
18858844 18858993 9.94
18860242 18860282 5.64
18861375 18861421 8.25
18861455 18861466 6.11
18862210 18862319 7.04
18862419 18862441 6.65
18864348 18864349 6.39
18865168 18865196 5.35
18866345 18866411 5.72
18868882 18868910 9.09
18870872 18870931 5.22
18872103 18872230 8.00
18872888 18872933 6.47
18874167 18874168 5.39
18874855 18874922 81.43
18877026 18877169 8.42
18879404 18879422 5.46
18879478 18879479 5.39
18879761 18879793 7.27
18880122 18880123 5.39
18880493 18880507 5.45
18881426 18881457 5.67
18881998 18882024 7.69
18883918 18883927 7.49
18886503 18886520 6.72
18887661 18887673 6.89
18887763 18887781 5.51
18888165 18888205 8.51
18888993 18889012 5.29
18891115 18891130 7.16
18891416 18891474 7.57
18892319 18892349 5.84
18893075 18893095 5.03
18897978 18897994 7.89
18900268 18900299 5.52
18900356 18900372 5.08
18900744 18900779 8.57
18901518 18901601 6.05
18903465 18903474 6.53
18903680 18903702 5.55
18903933 18903972 5.84
18904100 18904121 5.82
18904487 18904508 6.82
18904695 18904706 6.10
18905401 18905439 7.03
18906010 18906047 7.18
18908364 18908371 5.06
18908952 18908963 6.10
18910233 18910266 6.18
18912068 18912088 5.13
18913005 18913057 6.86
18914195 18914222 5.48
18914318 18914371 5.70
18915674 18915688 6.47
18915796 18915809 5.63
18916068 18916086 16.29
18916504 18916532 5.26
18917631 18917641 7.27
18918087 18918101 5.46
18920376 18920408 8.36
18921136 18921151 9.11
18925376 18925383 5.06
18927257 18927262 5.49
18927392 18927397 5.48
18929459 18929490 6.62
18929575 18929588 7.63
18931350 18931362 6.84
18933751 18933761 5.32
18935589 18935600 7.05
18940281 18940302 7.81
18940379 18940454 10.65
18940520 18940552 5.36
18942130 18942154 5.22
18944195 18944205 6.33
18945950 18946036 8.09
18948741 18948778 7.27
18949559 18949560 5.39
18949870 18949878 7.70
18954813 18954856 8.77
18955144 18955172 6.25
18957070 18957095 6.01
18958475 18958511 8.48
18959157 18959177 5.13
18959435 18959445 6.31
18960005 18960007 5.17
18960321 18960342 5.85
18960405 18960441 6.50
18961791 18961794 5.91
18962788 18962801 7.58
18963525 18963551 5.69
18963902 18963966 6.15
18964021 18964054 10.05
18964145 18964216 7.46
18964451 18964503 5.90
18965235 18965237 5.17
18967128 18967134 6.22
18967252 18967293 8.28
18970184 18970203 5.29
18971685 18971697 5.85
18971789 18971817 9.17
18973474 18973501 6.53
18974785 18974815 6.79
18974878 18974893 8.20
18975039 18975052 5.67
18975560 18975643 7.78
18976281 18976293 5.90
18979370 18979380 5.36
18982085 18982096 5.19
18985150 18985164 5.42
18985492 18985494 5.17
18985935 18985941 5.27
18986103 18986112 6.53
18986390 18986406 6.04
18988735 18988738 5.91
18990210 18990235 5.00
18990567 18990590 6.43
18991156 18991183 5.48
18993401 18993407 5.27
18993944 18993970 5.65
18994176 18994221 8.41
18994331 18994358 5.53
18994436 18994459 5.43
18995677 18995735 6.44
19000578 19000615 5.23
19000733 19000751 5.59
19006076 19006078 7.13
19006191 19006227 6.45
19007548 19007585 7.24
19007668 19007678 10.22
19007815 19007848 6.13
19007997 19008050 9.51
19008376 19008400 5.17
19008734 19008762 5.30
19010376 19010412 5.50
19010580 19010585 5.48
19012788 19012796 6.76
19015044 19015048 5.75
19015428 19015447 5.34
19016739 19016783 5.68
19016830 19016851 5.87
19018084 19018088 5.70
19018332 19018370 6.12
19019337 19019365 7.22
19019405 19019412 5.06
19019457 19019473 6.93
19022875 19022876 5.39
19023155 19023186 6.58
19024251 19024275 5.25
19024733 19024752 7.30
19027061 19027062 5.39
19027418 19027457 5.81
19031202 19031232 5.84
19032548 19032652 7.22
19034166 19034172 5.27
19034822 19034851 7.06
19035114 19035120 5.28
19036772 19036820 8.69
19036899 19036915 6.99
19036985 19037003 5.51
19037635 19037656 5.82
19040116 19040120 9.62
19041092 19041119 5.56
19042632 19042652 6.03
19043199 19043222 6.38
19044766 19044778 5.80
19048406 19048409 5.91
19049011 19049051 8.45
19050358 19050416 39.63
19050840 19050852 5.88
19051401 19051438 5.23
19053646 19053667 8.72
19055837 19055873 6.40
19056551 19056573 6.65
19057241 19057293 5.01
19057512 19057540 6.27
19057636 19057663 5.51
19058112 19058132 5.08
19060013 19060015 5.17
19062248 19062269 5.85
19063143 19063155 5.80
19064435 19064467 6.36
19064650 19064687 7.34
19065580 19065584 6.70
19068250 19068261 5.14
19068326 19068329 6.92
19068657 19068665 5.79
19070828 19070925 5.72
19071075 19071080 5.48
19071138 19071150 5.90
19071229 19071329 11.86
19071720 19071729 5.59
19076244 19076256 9.75
19078143 19078168 5.95
19079577 19079590 5.68
19080457 19080501 5.77
19081537 19081553 5.02
19081853 19081859 5.27
19083802 19083818 7.94
19083896 19083915 5.34
19084624 19084635 5.11
19086918 19086960 5.16
19088890 19088914 5.27
19090457 19090467 5.36
19090799 19090900 10.64
19092050 19092061 5.11
19092237 19092312 5.73
19093658 19093687 7.95
19093775 19093812 6.29
19094090 19094100 5.36
19095046 19095124 8.09
19096126 19096153 6.52
19097433 19097439 7.18
19097892 19097934 5.11
19098861 19098878 5.76
19099072 19099092 6.99
19099793 19099825 7.40
19101367 19101376 6.58
19102182 19102186 5.70
19102783 19102836 7.52
19102968 19103013 5.37
19105552 19105627 5.73
19106782 19106789 5.05
19109025 19109030 6.44
19110244 19110253 5.62
19111489 19111496 5.01
19112539 19112568 6.99
19112751 19112762 5.15
19112830 19112866 6.45
19113173 19113183 5.41
19116124 19116240 8.50
19116333 19116391 7.39
19116874 19116877 5.91
19118465 19118497 7.45
19118931 19118964 6.14
19120842 19120847 5.48
19124236 19124238 6.13
19124310 19124315 5.48
19125287 19125364 6.26
19125999 19126006 6.01
19127463 19127494 6.56
19127949 19127978 5.10
19128082 19128137 5.17
19128335 19128367 5.36
19130847 19130869 5.60
19137542 19137561 5.34
19138023 19138036 6.62
19138587 19138602 5.20
19139590 19139643 14.40
19140240 19140258 5.54
19147443 19147460 7.73
19148322 19148350 7.26
19150039 19150092 6.66
19151304 19151330 8.65
19151448 19151528 7.62
19153776 19153794 5.59
19154069 19154085 5.03
19154891 19154902 5.15
19155056 19155159 6.39
19155848 19155867 6.30
19156885 19156902 7.73
19158045 19158105 5.05
19158562 19158612 5.30
19158730 19158751 5.87
19158916 19158971 5.22
19160049 19160050 5.39
19160822 19160827 5.48
19160977 19161027 11.22
19165513 19165535 13.42
19165952 19165984 5.40
19166163 19166175 5.85
19166384 19166400 7.03
19166513 19166538 7.91
19171490 19171504 7.41
19172419 19172430 6.10
19174012 19174028 6.02
19179464 19179471 5.05
19179808 19179826 5.51
19182358 19182369 7.10
19183151 19183167 5.02
19184543 19184584 7.24
19186204 19186237 5.14
19186556 19186571 6.19
19186809 19186844 7.77
19186910 19186932 5.65
19189338 19189347 7.53
19190162 19190184 5.65
19191927 19191976 6.52
19192319 19192364 7.43
19193106 19193153 5.02
19193216 19193227 6.15
19193573 19193637 7.06
19195422 19195434 5.90
19196233 19196244 7.14
19196313 19196332 6.33
19197319 19197370 5.21
19200717 19200730 5.68
19202967 19202991 6.21
19203189 19203196 5.05
19203337 19203347 6.41
19206155 19206180 5.95
19206767 19206817 9.35
19207456 19207462 5.23
19207895 19207919 10.99
19209247 19209262 5.24
19210054 19210094 5.59
19210681 19210694 5.67
19211892 19211908 6.98
19214106 19214157 5.08
19214319 19214363 8.54
19215459 19215472 5.67
19217018 19217059 6.43
19217428 19217461 9.10
19218324 19218332 5.79
19219376 19219421 16.16
19219456 19219466 6.36
19221185 19221201 11.86
19221658 19221699 6.38
19223521 19223530 9.45
19223660 19223689 9.96
19230390 19230425 16.38
19230504 19230562 5.58
19231273 19231293 7.02
19231522 19231550 10.22
19233253 19233316 6.46
19233385 19233414 5.05
19234620 19234666 6.21
19235095 19235146 7.09
19235559 19235561 5.17
19235643 19235667 5.22
19237040 19237047 6.01
19237929 19237951 5.65
19240524 19240547 5.39
19242866 19242898 5.49
19244394 19244413 5.29
19245306 19245317 5.14
19246327 19246356 5.05
19248098 19248126 10.13
19248843 19248903 7.14
19251085 19251121 7.49
19251256 19251306 5.30
19252060 19252088 5.36
19252908 19252918 6.31
19253109 19253156 6.94
19254573 19254579 5.27
19255402 19255419 5.82
19256430 19256438 7.75
19259064 19259101 7.19
19259395 19259437 5.11
19260501 19260714 13.57
19263640 19263663 8.35
19267108 19267113 5.53
19267457 19267469 6.84
19269040 19269045 5.48
19269646 19269657 5.14
19272068 19272078 6.36
19272164 19272183 5.24
19273079 19273097 5.54
19274399 19274428 6.09
19278349 19278356 7.01
19278751 19278873 8.02
19279617 19279633 23.53
19281094 19281141 5.08
19281903 19281918 5.15
19282552 19282580 5.35
19284044 19284087 5.04
19284245 19284273 11.13
19284393 19284437 6.64
19284608 19284631 5.52
19286792 19286802 8.27
19287042 19287051 5.59
19289608 19289615 6.01
19293806 19293863 8.65
19294496 19294667 10.29
19295224 19295239 6.24
19296293 19296331 7.01
19297320 19297340 5.17
19299368 19299369 6.39
19301723 19301770 8.90
19302161 19302216 5.17
19303198 19303220 5.65
19303912 19303931 6.37
19306867 19306885 8.51
19307537 19307553 7.03
19308413 19308442 5.10
19308652 19308690 6.02
19308913 19308922 5.63
19311466 19311509 6.95
19316256 19316273 7.72
19316402 19316432 5.79
19317158 19317186 5.21
19317443 19317462 7.20
19317552 19317563 8.02
19319558 19319598 6.64
19321670 19321672 6.13
19322556 19322588 5.40
19323932 19324048 10.31
19325584 19325626 7.12
19330303 19330312 9.45
19331091 19331108 6.68
19331236 19331377 12.69
19332352 19332368 6.90
19333915 19333961 7.21
19336034 19336089 8.14
19336373 19336375 6.13
19337014 19337022 6.75
19338833 19338839 8.18
19339108 19339119 6.11
19341168 19341170 5.17
19344174 19344205 5.62
19345597 19345604 7.01
19350263 19350325 5.66
19351400 19351461 9.75
19351498 19351613 6.62
19352536 19352585 8.56
19355050 19355064 5.42
19357395 19357411 5.98
19358003 19358020 5.81
19358863 19358882 10.20
19359548 19359572 5.22
19361137 19361172 8.57
19362359 19362379 5.13
19362477 19362539 9.64
19363034 19363047 10.54
19363465 19363472 7.06
19363515 19363529 5.45
19363776 19363785 7.49
19365630 19365647 6.73
19366157 19366164 5.01
19371131 19371160 16.73
19371642 19371647 5.48
19371945 19371962 5.76
19374446 19374546 9.09
19375110 19375120 6.31
19377624 19377656 5.36
19379020 19379022 5.17
19379735 19379795 5.10
19379876 19379881 7.44
19381827 19381909 7.13
19384274 19384283 5.57
19386463 19386512 8.50
19387211 19387222 6.10
19388799 19388879 5.56
19389182 19389193 5.19
19391197 19391204 6.01
19391540 19391557 8.68
19393037 19393152 7.57
19395740 19395835 7.14
19399167 19399227 10.01
19402132 19402150 7.46
19403085 19403104 6.38
19403140 19403164 9.08
19405318 19405339 5.77
19405489 19405500 5.11
19405756 19405829 5.11
19407582 19407604 5.64
19409869 19409884 5.15
19411235 19411239 5.70
19413510 19413557 12.91
19414946 19414953 5.05
19415123 19415127 5.70
19415770 19415772 10.04
19416183 19416255 7.39
19417561 19417582 6.82
19419713 19419747 6.87
19420409 19420446 8.20
19422215 19422219 5.70
19422979 19422981 5.17
19423257 19423305 6.78
19424091 19424140 6.52
19424229 19424249 5.13
19424955 19424957 5.17
19426033 19426036 6.87
19426720 19426965 14.22
19427384 19427391 5.01
19427587 19427613 7.64
19428650 19428673 5.39
19428726 19428758 6.41
19429933 19429948 5.20
19430251 19430264 7.63
19430964 19430989 5.00
19432366 19432389 5.34
19432552 19432554 5.17
19432614 19432633 5.29
19436268 19436324 5.95
19437035 19437036 5.39
19437687 19437694 5.05
19438382 19438422 9.51
19438491 19438510 5.34
19438953 19438968 6.19
19439698 19439718 5.08
19444169 19444183 5.55
19446655 19446705 5.44
19446795 19446811 8.03
19446951 19446958 6.01
19448148 19448154 6.22
19451214 19451253 6.71
19451824 19451831 5.05
19451959 19451979 5.13
19453907 19453931 5.17
19454327 19454347 5.03
19454732 19454755 5.34
19455128 19455169 6.37
19455607 19455623 8.94
19455719 19455831 8.41
19455979 19455980 5.39
19456704 19456713 7.53
19457140 19457154 8.32
19457701 19457713 5.88
19458754 19458763 5.57
19462328 19462352 6.17
19462475 19462493 5.60
19462614 19462618 6.70
19463622 19463664 7.02
19465330 19465388 5.61
19466850 19466885 5.75
19467753 19467758 5.48
19468712 19468729 5.76
19469783 19469785 5.17
19470711 19470726 14.02
19472607 19472636 5.10
19473327 19473358 13.40
19479754 19479758 5.70
19484857 19484879 6.59
19486756 19486767 6.11
19488690 19488704 5.42
19492092 19492115 6.44
19495030 19495062 18.99
19495495 19495519 6.16
19496452 19496480 5.26
19496891 19496893 6.13
19498315 19498356 6.37
19499774 19499794 5.17
19502047 19502073 5.74
19502369 19502380 7.10
19505846 19505863 5.81
19506490 19506504 6.41
19506631 19506724 6.68
19507212 19507247 7.71
19509429 19509437 6.75
19510508 19510515 6.05
19511789 19511796 5.05
19513159 19513174 5.25
19513345 19513377 5.40
19513677 19513690 5.63
19514497 19514526 5.10
19514624 19514636 5.85
19515063 19515074 6.06
19515805 19515830 5.00
19516080 19516090 7.28
19516195 19516240 7.43
19516289 19516291 5.17
19517192 19517216 7.12
19517401 19517410 5.57
19517504 19517530 5.79
19519169 19519172 5.91
19519843 19519890 5.94
19522410 19522439 10.00
19523424 19523449 9.77
19525233 19525261 5.26
19526496 19526520 5.30
19527029 19527173 5.33
19528122 19528191 6.93
19528331 19528338 6.01
19529911 19529982 9.55
19531764 19531803 5.81
19531962 19532002 7.54
19532292 19532310 5.59
19532692 19532711 6.25
19534349 19534409 5.23
19534870 19534874 6.65
19535225 19535243 5.51
19537393 19537423 5.88
19538303 19538305 5.17
19538363 19538367 5.70
19538669 19538738 7.07
19539268 19539295 5.53
19539345 19539358 6.64
19540236 19540267 6.58
19541968 19541992 5.22
19542036 19542172 9.91
19542660 19542692 8.31
19543186 19543214 5.26
19544938 19544987 6.65
19545074 19545092 5.56
19545167 19545209 5.11
19545910 19546014 8.12
19546251 19546317 8.68
19547676 19547746 7.77
19549072 19549095 8.45
19549283 19549319 7.46
19550247 19550272 7.91
19550600 19550626 5.73
19550708 19550734 6.69
19550804 19550890 9.23
19551016 19551054 7.97
19552527 19552559 9.31
19555455 19555459 5.70
19557519 19557548 5.05
19558919 19558928 5.63
19561493 19561498 5.48
19562610 19562613 6.87
19563347 19563368 5.82
19563457 19563552 11.06
19564182 19564213 7.62
19565957 19565996 6.80
19567286 19567291 6.44
19568208 19568209 5.39
19568473 19568531 5.53
19572008 19572019 5.14
19573237 19573243 6.27
19573811 19573841 6.79
19574675 19574685 5.27
19576015 19576023 6.75
19576163 19576199 7.44
19576411 19576506 7.20
19579035 19579056 5.90
19581001 19581041 8.46
19581089 19581125 5.45
19581231 19581313 8.24
19582299 19582310 6.01
19582377 19582418 8.36
19582891 19582897 5.27
19583618 19583628 5.32
19583958 19584026 5.28
19584615 19584633 8.46
19585157 19585221 6.29
19585303 19585337 10.80
19585478 19585589 9.44
19586048 19586055 6.01
19587962 19587968 6.22
19593743 19593779 5.59
19594004 19594137 6.74
19594549 19594550 6.39
19594645 19594650 7.39
19599792 19599821 5.10
19601260 19601303 5.90
19602530 19602545 6.19
19605423 19605425 6.18
19606528 19606574 6.16
19606652 19606663 5.11
19607492 19607514 5.60
19607613 19607676 9.32
19608434 19608436 5.17
19608777 19608797 6.03
19610799 19610809 5.36
19611809 19611853 7.63
19613286 19613316 9.74
19613902 19613904 5.17
19618197 19618199 5.17
19619688 19619753 8.75
19619834 19619850 8.94
19620622 19620636 5.42
19621882 19621904 5.64
19622302 19622362 8.10
19622441 19622443 5.17
19626500 19626514 5.42
19627979 19628000 6.81
19629343 19629348 5.48
19633512 19633517 5.48
19634418 19634427 6.53
19635665 19635673 5.84
19635763 19635769 5.27
19636500 19636520 5.03
19638657 19638670 5.67
19638924 19638944 6.08
19639248 19639278 5.93
19640649 19640659 6.33
19640942 19640957 7.20
19641378 19641382 5.70
19643502 19643610 11.32
19643679 19643719 7.50
19648716 19648728 6.90
19648876 19648885 5.57
19649750 19649760 5.41
19654880 19654962 5.08
19655235 19655409 9.28
19656265 19656274 7.49
19657381 19657418 5.32
19659524 19659551 6.48
19661072 19661113 5.36
19661222 19661223 5.39
19662402 19662418 5.03
19666047 19666088 11.23
19669430 19669492 7.54
19673510 19673560 6.34
19674169 19674187 9.42
19675896 19675898 5.17
19676781 19676810 9.00
19676946 19676965 6.39
19677245 19677268 5.39
19684950 19684953 5.97
19685053 19685063 7.37
19685997 19686026 8.06
19686164 19686214 5.34
19686608 19686609 5.39
19688095 19688136 7.27
19688259 19688306 6.95
19690103 19690125 6.59
19690963 19690984 7.81
19692264 19692309 5.50
19692739 19692785 5.25
19693681 19693690 5.59
19693940 19693965 24.57
19697511 19697512 5.39
19698038 19698054 5.02
19701903 19701916 8.53
19703190 19703207 5.81
19703550 19703580 14.56
19705034 19705054 5.08
19705714 19705780 7.76
19706863 19706870 6.01
19709491 19709493 5.17
19710906 19710926 11.85
19712122 19712146 6.17
19714573 19714609 7.49
19716304 19716320 5.03
19719187 19719213 5.73
19720731 19720751 6.13
19723953 19723962 7.53
19724830 19724872 8.11
19725782 19725789 5.01
19728373 19728374 5.39
19730235 19730264 10.87
19730346 19730362 5.94
19735072 19735117 5.47
19735214 19735225 5.20
19736876 19736887 5.15
19737398 19737408 5.36
19737633 19737667 6.93
19739398 19739445 6.95
19741494 19741509 6.29
19743329 19743360 7.57
19743506 19743516 6.33
19743745 19743769 5.22
19744159 19744198 5.85
19744634 19744645 5.11
19745157 19745168 7.05
19746152 19746206 8.35
19747471 19747543 8.33
19747578 19747653 8.55
19748940 19748953 7.63
19749221 19749226 5.53
19749714 19749773 9.13
19750037 19750066 6.05
19752357 19752412 7.22
19753148 19753151 5.91
19753814 19753826 5.94
19755198 19755200 6.18
19755726 19755735 5.62
19756407 19756440 5.19
19756897 19756902 6.44
19758381 19758408 6.58
19760472 19760508 6.50
19760669 19760670 5.39
19763389 19763404 5.24
19765221 19765251 6.78
19767128 19767141 5.72
19772675 19772699 6.13
19772795 19772848 9.65
19775227 19775288 7.84
19775484 19775485 5.39
19775862 19775874 5.85
19777379 19777420 6.33
19778504 19778541 6.29
19778811 19778838 7.44
19780693 19780761 8.20
19780837 19780870 5.09
19782372 19782379 6.96
19785234 19785247 7.59
19793640 19793651 11.93
19795842 19795856 6.46
19804206 19804209 6.92
19807632 19807634 5.17
19807731 19807770 8.63
19809317 19809318 6.39
19809821 19809836 5.15
19812747 19812791 6.63
19814221 19814265 17.36
19814967 19814972 5.48
19818128 19818205 7.26
19818805 19818816 5.14
19819490 19819499 5.57
19820090 19820136 7.12
19822386 19822388 6.13
19822821 19822841 5.08
19825358 19825380 5.65
19825766 19825783 6.72
19825905 19825943 5.02
19826076 19826096 5.13
19826153 19826211 5.53
19828244 19828259 5.20
19830772 19830797 5.00
19830900 19830972 11.21
19831575 19831647 6.38
19834822 19834891 9.98
19835747 19835748 5.39
19837664 19837707 7.89
19838845 19838847 5.17
19839019 19839058 6.80
19839498 19839503 7.39
19839737 19839750 5.63
19840053 19840095 6.16
19840287 19840339 7.86
19841764 19841771 6.01
19843820 19843835 6.24
19845345 19845354 5.57
19848732 19848786 5.39
19850274 19850382 8.13
19850919 19850964 7.46
19853177 19853186 6.59
19853984 19854048 5.34
19854818 19854845 5.53
19855714 19855735 6.86
19857249 19857312 6.50
19857351 19857352 5.39
19859753 19859800 5.99
19859868 19859872 5.70
19860756 19860785 6.05
19862983 19863005 8.51
19863153 19863160 5.05
19864117 19864182 5.02
19865851 19865865 5.50
19866431 19866433 5.17
19868085 19868106 5.85
19869436 19869450 5.46
19870996 19871028 6.41
19871282 19871287 5.48
19872165 19872173 5.80
19872917 19872930 8.53
19873464 19873468 7.61
19874371 19874412 9.33
19874549 19874608 5.27
19874852 19874860 5.79
19876904 19877031 8.94
19877166 19877172 7.23
19877301 19877336 5.70
19888903 19888924 5.87
19889434 19889454 5.11
19889600 19889624 5.17
19890591 19890605 9.32
19890898 19890927 6.05
19891504 19891515 6.11
19892486 19892488 8.14
19892687 19892700 5.68
19892811 19892840 6.00
19895668 19895677 5.57
19897540 19897543 5.91
19899012 19899031 13.14
19899144 19899191 7.03
19900116 19900129 5.63
19900591 19900610 5.39
19901880 19901894 5.42
19902029 19902064 6.62
19908899 19908900 5.39
19911693 19911694 5.39
19911855 19911866 7.05
19913243 19913253 5.41
19914165 19914200 5.85
19916588 19916616 5.35
19917109 19917119 5.41
19917159 19917164 5.48
19917394 19917437 6.89
19917571 19917594 6.44
19918709 19918736 6.47
19919599 19919619 6.03
19921352 19921375 6.34
19921926 19921962 5.50
19924514 19924541 6.47
19925466 19925477 7.05
19929361 19929368 6.01
19930349 19930385 5.40
19932386 19932393 5.01
19933477 19933545 5.27
19934232 19934281 9.42
19938525 19938543 5.51
19939717 19939740 6.39
19940499 19940505 5.18
19941744 19941793 8.48
19942727 19942751 8.12
19943215 19943226 6.11
19943391 19943411 5.08
19945707 19945723 5.08
19948045 19948047 5.17
19948185 19948216 10.48
19948573 19948579 5.27
19948950 19948984 7.79
19949459 19949475 5.98
19952547 19952611 5.14
19953624 19953627 8.88
19954900 19954938 6.01
19956346 19956352 5.27
19956435 19956452 6.72
19966410 19966426 6.94
19968823 19968887 5.28
19970058 19970087 5.05
19971070 19971084 5.42
19971199 19971229 5.84
19972154 19972160 5.27
19974958 19974970 5.90
19976162 19976167 6.49
19976276 19976284 6.79
19977400 19977416 5.02
19977465 19977473 8.66
19977946 19977984 6.98
19978274 19978277 6.87
19979036 19979064 5.26
19980662 19980690 5.36
19980796 19980805 5.59
19980978 19980997 7.29
19981096 19981177 9.22
19981556 19981575 10.22
19981925 19981958 7.00
19982098 19982145 13.77
19986490 19986528 5.07
19986641 19986673 7.35
19988115 19988116 5.39
19988337 19988338 5.39
19990333 19990388 7.09
19991643 19991673 5.74
19991814 19991866 7.73
19992154 19992163 6.53
19994218 19994259 6.37
19996084 19996097 5.63
19999010 19999044 7.88
20000445 20000451 5.27
20000636 20000648 6.90
20000862 20000896 6.93
20001005 20001020 5.20
20004297 20004326 5.95
20005809 20005881 7.33
20006180 20006236 5.05
20007236 20007272 9.47
20007334 20007371 7.24
20008100 20008118 8.41
20010334 20010361 5.48
20011154 20011182 7.22
20014414 20014418 6.65
20014513 20014517 5.70
20016016 20016091 10.59
20016170 20016203 7.09
20016777 20016815 5.07
20021347 20021348 5.39
20023181 20023216 9.72
20023264 20023358 6.32
20025277 20025278 5.39
20025499 20025574 11.55
20026009 20026019 5.37
20026491 20026514 5.47
20030273 20030278 5.48
20031260 20031329 5.02
20032956 20032962 6.27
20034339 20034355 5.99
20035988 20036002 5.46
20037452 20037482 7.83
20039822 20039832 6.31
20040531 20040550 5.29
20042137 20042147 5.41
20044683 20044804 15.03
20044887 20044911 6.21
20045324 20045348 5.17
20045492 20045518 7.61
20047299 20047319 6.18
20047903 20047964 6.79
20048987 20049000 5.67
20050659 20050686 5.61
20051050 20051065 5.28
20052206 20052244 6.09
20052413 20052421 7.75
20052608 20052621 5.68
20052789 20052791 7.13
20053588 20053602 5.46
20054588 20054607 6.28
20054756 20054772 5.99
20058560 20058568 7.70
20058618 20058701 9.89
20061169 20061187 8.42
20062757 20062778 5.96
20062858 20062865 5.06
20063155 20063166 5.14
20063214 20063285 9.60
20065866 20065880 5.46
20066548 20066549 5.39
20066767 20066769 6.18
20067068 20067109 5.37
20067791 20067837 11.98
20069279 20069283 7.66
20069823 20069861 6.97
20070194 20070238 6.71
20071259 20071304 8.48
20076639 20076646 6.05
20077212 20077221 7.53
20080508 20080522 8.42
20082144 20082159 5.28
20082593 20082615 5.60
20082887 20082889 5.17
20083443 20083488 5.37
20084669 20084725 8.93
20086466 20086514 6.72
20086578 20086603 6.87
20088468 20088483 5.20
20090037 20090230 11.96
20090318 20090361 6.85
20090650 20090652 5.17
20092551 20092557 5.27
20093587 20093634 8.94
20097517 20097529 5.88
20098572 20098592 7.09
20099298 20099310 5.88
20099561 20099621 5.05
20099821 20099906 9.35
20100115 20100136 12.64
20101572 20101632 8.01
20106097 20106155 6.44
20106489 20106517 9.25
20106569 20106598 5.05
20107221 20107241 6.08
20108699 20108756 5.73
20109694 20109719 5.91
20110020 20110032 5.85
20111844 20111860 5.03
20111964 20111984 5.03
20115107 20115109 5.17
20115549 20115550 6.39
20118197 20118199 5.17
20120186 20120225 5.76
20120420 20120438 10.42
20121213 20121260 6.03
20123237 20123256 9.30
20124583 20124590 5.06
20125360 20125410 5.34
20126251 20126273 5.69
20130978 20130980 5.17
20131149 20131193 5.68
20133201 20133212 5.14
20134264 20134267 5.91
20134363 20134365 5.17
20135976 20135996 6.07
20136204 20136268 5.19
20137007 20137036 8.95
20137739 20137764 5.96
20138391 20138397 7.18
20140899 20140906 6.01
20141262 20141285 6.34
20143508 20143681 16.17
20143873 20143885 5.90
20144734 20144740 5.27
20148621 20148626 6.44
20148709 20148717 5.79
20149962 20150013 6.13
20152666 20152688 6.64
20152896 20153020 5.81
20153403 20153440 7.33
20154480 20154487 5.05
20154581 20154676 6.25
20154722 20154732 6.36
20155100 20155155 5.37
20155843 20155872 5.05
20158944 20158962 5.56
20161155 20161177 8.47
20164320 20164321 5.39
20166935 20166942 5.05
20172159 20172171 5.90
20172318 20172346 8.26
20173313 20173327 8.40
20173687 20173718 6.61
20175584 20175645 8.88
20176320 20176337 7.68
20176555 20176569 7.41
20177037 20177112 6.73
20178778 20178813 5.76
20178887 20178916 6.14
20180688 20180713 9.82
20180976 20181026 6.29
20183048 20183059 5.15
20184217 20184225 5.90
20185585 20185629 5.67
20187868 20187900 6.31
20193260 20193280 9.99
20193786 20193818 5.40
20195672 20195677 6.49
20197375 20197382 6.01
20200755 20200801 5.30
20201847 20201858 6.10
20202000 20202035 6.75
20204323 20204329 6.22
20204592 20204601 6.59
20206832 20206880 5.87
20207138 20207179 10.19
20207718 20207736 5.59
20209834 20209836 5.17
20210301 20210309 6.75
20210380 20210437 5.65
20212208 20212287 6.74
